"Kingdom","Phylum","Class","Order","Family","Sequence_ID"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064927__31466"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10403532__49355"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480333__3007"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064930__10544"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983028__16327"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064893__22128"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480428__24021"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480375__27434"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10818516__18372"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10818363__8903"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480325__17500"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10403572__40553"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064586__13513"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064623__36604"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983090__8087"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064729__37722"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064912__29700"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064654__4552"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064880__11972"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064855__15118"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064478__13111"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10818579__4361"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10822818__24394"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480367__17409"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064931__3292"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19065000__42412"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064458__29189"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983026__5484"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064662__31434"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480303__21210"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064921__4151"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064933__30390"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064508__19312"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480311__6314"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983078__1569"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480322__14115"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480420__4168"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064803__30157"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983013__16462"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10823058__74099"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064657__41191"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064510__4240"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064320__27770"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10820583__3769"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480346__27748"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10821089__10220"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10823067__24557"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480338__27328"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064482__19171"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064906__14041"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064693__27440"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983067__8766"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064939__17026"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10403568__59237"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064675__24916"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10821635__69016"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064392__4821"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064456__4634"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064800__12689"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064844__6608"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480326__23758"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064388__10390"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480385__1249"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983077__32381"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480418__31997"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064662__20097"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10825046__24540"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480392__28183"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064382__23844"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064434__6193"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480329__20100"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10822992__67123"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064423__42314"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10403511__29290"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064857__25171"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480354__20316"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064468__12037"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064706__2207"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480413__12799"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064692__24187"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983089__37397"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064722__14441"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064808__40481"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983051__28759"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064585__21877"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064986__16825"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064966__40835"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983032__1818"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064700__17278"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064498__1132"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064498__1964"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10818576__57685"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480422__35522"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064379__32948"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10403529__36812"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064723__4505"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064740__21168"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983033__3100"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983076__7900"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064850__38949"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064477__5894"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480383__2189"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064607__39769"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064507__1392"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064781__9937"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983054__40337"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10403540__43860"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064704__19279"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10820999__15745"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10837979__34188"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064441__13823"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983015__87499"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064621__17157"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064345__10020"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064415__28906"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19065020__33286"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10403570__20680"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480344__26466"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064591__44219"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480358__17451"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480435__25074"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10820978__48226"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064910__2929"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19065030__10524"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064837__2726"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064596__50437"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480381__3424"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064847__26845"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064830__40120"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10818549__39837"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064987__13279"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064659__15679"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064890__3807"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064450__35761"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064686__6607"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064898__1453"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064597__44643"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064470__12583"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19065009__6222"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064512__904"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983054__16125"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064826__16413"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064344__5285"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480294__17889"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10824210__43565"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064609__11483"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064946__4238"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10837995__21708"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064339__22972"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10821101__6103"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064767__1386"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983050__2939"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064787__35995"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064366__4001"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064625__23256"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983073__10217"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064428__6885"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10825147__16871"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064618__26229"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064655__41049"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19065003__22203"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10983016__1545"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR10403549__19920"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","DRR480315__20604"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064869__2421"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064918__16251"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","SRR19064537__31915"
"k__Heunggongvirae","p__Uroviricota","c__Caudovirales","o__Crassvirales","f__Intestiviridae","ERR10823067__21653"
