"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Polydrusus_cervinus"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Virgichneumon_dumeticola"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Cantharis_nigra"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Panzeria_rudis"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_citri"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Agriotes_lineatus"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_eriocheiris"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Villa_modesta"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Dioctria_linearis"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_cantharicola"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_apis"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Asaphidion_curtum"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_ixodetis"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Panorpa_germanica"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_alleghenense"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Polydrusus_formosus"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Cantharis_rufa"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_kunkelii"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_clarkii"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_corruscae"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_mirum"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_diminutum"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_syrphidicola"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_platyhelix"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_sp._SV19"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Eupeodes_luniger"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Aspidapion_aeneum"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_monobiae"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Diplazon_laetatorius"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_sp._BIUS-1"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_chrysopicola"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Othius_punctulatus"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_turonicum"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Crioceris_asparagi"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_sp._TIUS-1"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Atherix_ibis"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_taiwanense"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_litorale"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_helicoides"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_culicicola"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_sabaudiense"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_floricola"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_gladiatoris"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Anurida_maritima"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_tabanidicola"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Nebria_brevicollis"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_endosymbiont_of_Labia_minor"
"k__Bacillati","p__Mycoplasmatota","c__Mollicutes","o__Entomoplasmatales","f__Spiroplasmataceae","g__Spiroplasma","s__Spiroplasma_chinense"
"k__Bacillati","p__Cyanobacteriota","Unassigned","Unassigned","Unassigned","Unassigned","s__cyanobacterium_endosymbiont_of_Epithemia_clementina_EcSB"
"k__Bacillati","p__Cyanobacteriota","Unassigned","Unassigned","Unassigned","Unassigned","s__cyanobacterium_endosymbiont_of_Rhopalodia_gibberula"
"k__Bacillati","p__Cyanobacteriota","Unassigned","Unassigned","Unassigned","Unassigned","s__cyanobacterium_endosymbiont_of_Epithemia_turgida"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcidiopsidales","f__Chroococcidiopsidaceae","g__Chroococcidiopsis","s__Chroococcidiopsis_sp._CCMEE_29"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcidiopsidales","f__Chroococcidiopsidaceae","g__Chroococcidiopsis","s__Chroococcidiopsis_thermalis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcidiopsidales","f__Chroococcidiopsidaceae","g__Chroococcidiopsis","s__Chroococcidiopsis_sp._CCNUC1"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Gloeomargaritales","f__Gloeomargaritaceae","g__Gloeomargarita","s__Gloeomargarita_lithophora"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Pseudanabaenales","f__Pseudanabaenaceae","g__Pseudanabaena","s__Pseudanabaena_sp._Chao_1811"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Pseudanabaenales","f__Pseudanabaenaceae","g__Pseudanabaena","s__Pseudanabaena_sp._ABRG5-3"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Pseudanabaenales","f__Pseudanabaenaceae","g__Pseudanabaena","s__Pseudanabaena_galeata"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Pseudanabaenales","f__Pseudanabaenaceae","g__Pseudanabaena","s__Pseudanabaena_mucicola"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Pseudanabaenales","f__Pseudanabaenaceae","g__Pseudanabaena","s__Pseudanabaena_sp._PCC_7367"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Geitlerinematales","f__Geitlerinemataceae","g__Geitlerinema","s__Geitlerinema_sp._PCC_7407"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Pleurocapsales","f__Dermocarpellaceae","g__Stanieria","s__Stanieria_cyanosphaera"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Pleurocapsales","f__Hyellaceae","g__Pleurocapsa","s__Pleurocapsa_sp._FMAR1"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Pleurocapsales","f__Hyellaceae","g__Pleurocapsa","s__Pleurocapsa_sp._PCC_7327"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Gloeobacterales","f__Anthocerotibacteraceae","g__Anthocerotibacter","s__Anthocerotibacter_panamensis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Gloeobacterales","f__Gloeobacteraceae","g__Gloeobacter","s__Gloeobacter_violaceus"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Gloeobacterales","f__Gloeobacteraceae","g__Gloeobacter","s__Gloeobacter_morelensis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Gloeobacterales","f__Gloeobacteraceae","g__Gloeobacter","s__Gloeobacter_kilaueensis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oculatellales","f__Oculatellaceae","g__Thermoleptolyngbya","s__Thermoleptolyngbya_oregonensis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oculatellales","f__Oculatellaceae","g__Thermocoleostomius","s__Thermocoleostomius_sinensis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oculatellales","f__Oculatellaceae","g__Egbenema","s__Egbenema_sp._FJBBOT/2019"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Gomontiellales","f__Chamaesiphonaceae","g__Chamaesiphon","s__Chamaesiphon_minutus"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Gomontiellales","f__Gomontiellaceae","g__Crinalium","s__Crinalium_epipsammum"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Acaryochloridales","f__Thermosynechococcaceae","g__Parathermosynechococcus","s__Parathermosynechococcus_lividus"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Acaryochloridales","f__Thermosynechococcaceae","g__Thermosynechococcus","s__Thermosynechococcus_sp._TA-1"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Acaryochloridales","f__Thermosynechococcaceae","g__Thermosynechococcus","s__Thermosynechococcus_sp._HN-54"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Acaryochloridales","f__Thermosynechococcaceae","g__Thermosynechococcus","s__Thermosynechococcus_sp."
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Acaryochloridales","f__Thermosynechococcaceae","g__Thermosynechococcus","s__Thermosynechococcus_sichuanensis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Acaryochloridales","f__Thermosynechococcaceae","g__Thermosynechococcus","s__Thermosynechococcus_vestitus"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Acaryochloridales","f__Acaryochloridaceae","g__Acaryochloris","s__Acaryochloris_sp._CCMEE_5410"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Acaryochloridales","f__Acaryochloridaceae","g__Acaryochloris","s__Acaryochloris_sp._'Moss_Beach'"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Acaryochloridales","f__Acaryochloridaceae","g__Acaryochloris","s__Acaryochloris_marina"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Leptolyngbyales","f__Trichocoleusaceae","g__Trichocoleus","s__Trichocoleus_desertorum"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Leptolyngbyales","f__Trichocoleusaceae","g__Trichothermofontia","s__Trichothermofontia_sichuanensis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Leptothermofonsia","s__Leptothermofonsia_sichuanensis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Leptolyngbya","s__Leptolyngbya_boryana"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Leptolyngbya","s__Leptolyngbya_sp._O-77"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Leptolyngbya","s__Leptolyngbya_sp._NK1-12"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Leptolyngbya","s__Leptolyngbya_sp._BL0902"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Leptolyngbya","s__Leptolyngbya_sp._7M"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Leptodesmis","s__Leptodesmis_sichuanensis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Kovacikia","s__Kovacikia_minuta"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Halothecacae","g__Euhalothece","s__Euhalothece_natronophila"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Halothecacae","g__Halothece","s__Halothece_sp._PCC_7418"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Microcystaceae","g__Microcystis","s__Microcystis_panniformis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Microcystaceae","g__Microcystis","s__Microcystis_sp._BLCC-F210"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Microcystaceae","g__Microcystis","s__Microcystis_sp._MC19"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Microcystaceae","g__Microcystis","s__Microcystis_aeruginosa"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Aphanothecaceae","g__Candidatus_Atelocyanobacterium","s__Candidatus_Atelocyanobacterium_thalassa"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Aphanothecaceae","g__Rippkaea","s__Rippkaea_orientalis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Aphanothecaceae","g__Gloeothece","s__Gloeothece_verrucosa"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Aphanothecaceae","g__Gloeothece","s__Gloeothece_citriformis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Aphanothecaceae","g__Crocosphaera","s__Crocosphaera_subtropica"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Chroococcaceae","g__Gloeocapsa","s__Gloeocapsa_sp._PCC_7428"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Chroococcaceae","g__Gloeocapsopsis","s__Gloeocapsopsis_dulcis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Picosynechococcus","s__Picosynechococcus_sp._PCC_11901"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Picosynechococcus","s__Picosynechococcus_sp._PCC_73109"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Picosynechococcus","s__Picosynechococcus_sp._PCC_8807"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Picosynechococcus","s__Picosynechococcus_sp._PCC_7117"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Picosynechococcus","s__Picosynechococcus_sp._PCC_7002"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Picosynechococcus","s__Picosynechococcus_sp._PCC_7003"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Picosynechococcus","s__[Leptolyngbya]_sp._PCC_7376"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Geminocystis","s__Geminocystis_sp._NIES-3708"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Geminocystis","s__Geminocystis_sp._NIES-3709"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Geminocystis","s__Geminocystis_herdmanii"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Cyanobacterium","s__Cyanobacterium_sp._uoEpiScrs1"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Cyanobacterium","s__Cyanobacterium_aponinum"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Chroococcales","f__Geminocystaceae","g__Cyanobacterium","s__Cyanobacterium_sp._Dongsha4"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Nodosilineales","f__Cymatolegaceae","g__Dactylococcopsis","s__Dactylococcopsis_salina"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Nodosilineales","f__Nodosilineaceae","g__Nodosilinea","s__Nodosilinea_sp._E11"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Nodosilineales","f__Nodosilineaceae","g__Halomicronema","s__Halomicronema_hongdechloris"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Coleofasciculales","f__Coleofasciculaceae","g__Allocoleopsis","s__Allocoleopsis_franciscana"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Coleofasciculales","f__Coleofasciculaceae","g__Moorena","s__Moorena_producens"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Sirenicapillariaceae","g__Limnospira","s__Limnospira_fusiformis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Sirenicapillariaceae","g__Limnospira","s__Limnospira_indica"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Sirenicapillariaceae","g__Capilliphycus","s__Capilliphycus_salinus"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Oscillatoriaceae","g__Phormidium","s__Phormidium_yuhuli"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Oscillatoriaceae","g__Koinonema","s__[Phormidium]_sp._ETS-05"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Oscillatoriaceae","g__Oscillatoria","s__Oscillatoria_acuminata"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Oscillatoriaceae","g__Oscillatoria","s__Oscillatoria_nigro-viridis"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Oscillatoriaceae","g__Planktothricoides","s__Planktothricoides_raciborskii"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Oscillatoriaceae","g__Oxynema","s__Oxynema_aestuarii"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Microcoleaceae","g__Lyngbya","s__Lyngbya_confervoides"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Microcoleaceae","g__Trichodesmium","s__Trichodesmium_erythraeum"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Microcoleaceae","g__Microcoleus","s__Microcoleus_anatoxicus"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Microcoleaceae","g__Planktothrix","s__Planktothrix_pseudagardhii"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Microcoleaceae","g__Planktothrix","s__Planktothrix_tepida"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Oscillatoriales","f__Microcoleaceae","g__Planktothrix","s__Planktothrix_agardhii"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Calotrichaceae","g__Calothrix","s__Calothrix_sp._PCC_7507"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Calotrichaceae","g__Calothrix","s__Calothrix_sp._NIES-3974"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Calotrichaceae","g__Calothrix","s__Calothrix_sp._PCC_6303"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Calotrichaceae","g__Calothrix","s__Calothrix_sp._336/3"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Scytonemataceae","g__Brasilonema","s__Brasilonema_sennae"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Rivulariaceae","g__Rivularia","s__Rivularia_sp._PCC_7116"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Tolypothrichaceae","g__Tolypothrix","s__Tolypothrix_sp._PCC_7601"
"k__Bacillati","p__Cyanobacteriota","c__Cyanophyceae","o__Nostocales","f__Tolypothrichaceae","g__Tolypothrix","s__Tolypothrix_sp._PCC_7910"
