"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_sp._AXJ-M"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_nevei"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_sp._JSRIV004"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_quinivorans"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_surfactantfaciens"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_sp._FGI94"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_sp._FDAARGOS_506"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_liquefaciens"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_inhibens"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_odorifera"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_rhizosphaerae"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_fonticola"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_sp._UGAL515B_01"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_grimesii"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_aquatilis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_ureilytica"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_symbiotica"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_rubidaea"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_sp._1D1416"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_proteamaculans"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_entomophila"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_plymuthica"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__Serratia_marcescens"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_sparganii"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_tomentosa"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_crassipes"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Plateumaris_consimilis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_bicoloricornis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Plateumaris_pusilla"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_fulgens"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_dentata"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Mikella","s__Candidatus_Mikella_endobia"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Plateumaris_braccata"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_provostii"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_piscatrix"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_vulgaris"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__secondary_endosymbiont_of_Heteropsylla_cubana"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_cincticornis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_cinerea"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_clavipes"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_marginata"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Westeberhardia","s__Candidatus_Westeberhardia_cardiocondylae"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Plateumaris_sericea"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Hoaglandella","s__Candidatus_Hoaglandella_endobia"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Ishikawella","s__Candidatus_Ishikawella_capsulata"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_thalassina"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Plateumaris_rustica"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_proxima"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Donacia_semicuprea"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Macroplea_appendiculata"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__secondary_endosymbiont_of_Trabutina_mannipara"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Regiella","s__Candidatus_Regiella_insecticola"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Regiella","s__Candidatus_Regiella_endosymbiont_of_Tuberolachnus_salignus"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Gullanella","s__Candidatus_Gullanella_endobia"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Tachikawaea","s__Candidatus_Tachikawaea_gelatinosa"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__Enterobacteriaceae_endosymbiont_of_Neohaemonia_nigricornis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Doolittlea","s__Candidatus_Doolittlea_endobia"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Purcelliella","s__Candidatus_Purcelliella_pentastirinorum"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Annandia","s__Candidatus_Annandia_adelgestsuga"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Annandia","s__Candidatus_Annandia_pinicola"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Hamiltonella","s__Candidatus_Hamiltonella_defensa"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Moranella","s__Candidatus_Moranella_endobia"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Riesia","s__Candidatus_Riesia_pediculicola"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","Unassigned","s__secondary_endosymbiont_of_Ctenarytaina_eucalypti"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Schneideria","s__Candidatus_Schneideria_nysicola"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Buttiauxella","s__Buttiauxella_ferragutiae"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Buttiauxella","s__Buttiauxella_sp._3AFRM03"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Buttiauxella","s__Buttiauxella_sp._WJP83"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Buttiauxella","s__Buttiauxella_selenatireducens"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Buttiauxella","s__Buttiauxella_agrestis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Superficieibacter","s__Superficieibacter_sp._BNK-5"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Superficieibacter","s__Superficieibacter_sp._HKU1"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Shimwellia","s__Shimwellia_blattae"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Scandinavium","s__Scandinavium_goeteborgense"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Profftia","s__Candidatus_Profftia_lariciata"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Profftia","s__Candidatus_Profftia_sp._(ex_Adelges_kitamiensis)"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Profftia","s__Candidatus_Profftia_tarda"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Yokenella","s__Yokenella_regensburgei"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Plesiomonas","s__Plesiomonas_shigelloides"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Blochmanniella","s__Candidatus_Blochmanniella_pennsylvanica"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Blochmanniella","s__Blochmannia_endosymbiont_of_Camponotus_sp._C-046"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Blochmanniella","s__Candidatus_Blochmanniella_chromaiodes"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Blochmanniella","s__Candidatus_Blochmanniella_vafra"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Blochmanniella","s__Candidatus_Blochmannia_vicinus_(nom._nud.)"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Blochmanniella","s__Blochmannia_endosymbiont_of_Camponotus_modoc"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Blochmanniella","s__Blochmannia_endosymbiont_of_Camponotus_nipponensis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Blochmanniella","s__Candidatus_Blochmannia_ocreatus_(nom._nud.)"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Blochmanniella","s__Candidatus_Blochmannia_sp._SNP"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Blochmanniella","s__Blochmannia_endosymbiont_of_Colobopsis_nipponica"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Blochmanniella","s__Blochmannia_endosymbiont_of_Polyrhachis_(Hedomyrma)_turneri"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Blochmanniella","s__Blochmannia_endosymbiont_of_Camponotus_sp."
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Mangrovibacter","s__Mangrovibacter_phragmitis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Candidatus_Curculioniphilus","s__Candidatus_Curculioniphilus_buchneri"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Symbiopectobacterium","s__Symbiopectobacterium_purcellii"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Pseudescherichia","s__Pseudescherichia_vulneris"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Atlantibacter","s__Atlantibacter_subterraneus"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Atlantibacter","s__Atlantibacter_hermannii"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Jejubacter","s__Jejubacter_calystegiae"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Franconibacter","s__Franconibacter_daqui"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Lelliottia","s__Lelliottia_sp._WB101"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Lelliottia","s__Lelliottia_sp._AC1"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Lelliottia","s__Lelliottia_nimipressuralis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Lelliottia","s__Lelliottia_sp._JS-SCA-14"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Lelliottia","s__Lelliottia_amnigena"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Siccibacter","s__Siccibacter_colletis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Trabulsiella","s__Trabulsiella_odontotermitis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Pluralibacter","s__Pluralibacter_gergoviae"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Pluralibacter","s__[Enterobacter]_lignolyticus"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Phytobacter","s__Phytobacter_sp._MRY16-398"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Phytobacter","s__Phytobacter_diazotrophicus"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Phytobacter","s__Phytobacter_sp._SCO41"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Phytobacter","s__Phytobacter_ursingii"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Pseudocitrobacter","s__Pseudocitrobacter_faecalis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Pseudocitrobacter","s__Pseudocitrobacter_corydidari"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Kluyvera","s__Kluyvera_genomosp._3"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Kluyvera","s__Kluyvera_sp._CRP"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Kluyvera","s__Kluyvera_intermedia"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Kluyvera","s__Kluyvera_sichuanensis"
"k__Pseudomonadati","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Kluyvera","s__Kluyvera_ascorbata"
